Customer_ID,First_Purchase_Date,Last_Purchase_Date,Total_Orders,Total_Revenue,Recency,Frequency,Monetary,Cohort_Month,Churn,Churn Probability,Segment,Predicted_LTV
32,31/10/2022,31/10/2022,1,125.91,793,1,125.91,2022-10,1,1,0,70.10078526
34,13/02/2022,13/02/2022,1,88.96,1053,1,88.96,2022-02,1,1,2,84.6196
35,14/03/2022,14/03/2022,1,36.77,1024,1,36.77,2022-03,1,1,2,89.98252516
37,04/09/2022,23/11/2024,3,126.49,39,3,126.49,2022-09,0,0,3,270.2836562
38,12/06/2024,12/06/2024,1,89.48,203,1,89.48,2024-06,1,1,3,103.9466488
39,23/06/2023,23/06/2023,1,49.27,558,1,49.27,2023-06,1,1,0,117.8796325
40,21/05/2023,16/06/2024,2,46.45,199,2,46.45,2023-05,1,1,3,112.042944
41,31/10/2022,16/04/2023,2,97.59,626,2,97.59,2022-10,1,1,0,251.3440133
44,19/12/2023,19/12/2023,1,44.74,379,1,44.74,2023-12,1,1,1,68.55400464
46,26/07/2024,26/07/2024,1,60.65,159,1,60.65,2024-07,1,1,3,94.51211333
47,03/08/2023,06/01/2024,2,129.56,361,2,129.56,2023-08,1,1,1,154.6530814
49,24/02/2022,08/09/2024,3,178.88,115,3,178.88,2022-02,1,1,3,171.016991
50,22/04/2022,25/01/2024,3,200.3,342,3,200.3,2022-04,1,1,1,227.155255
53,16/04/2022,16/04/2022,1,224.6,991,1,224.6,2022-04,1,1,2,91.58971401
54,15/11/2022,15/11/2022,1,106.25,778,1,106.25,2022-11,1,1,0,113.5395426
55,13/09/2023,13/09/2023,1,13.64,476,1,13.64,2023-09,1,1,1,78.47054952
57,26/06/2022,26/06/2022,1,48.52,920,1,48.52,2022-06,1,1,2,52.19859667
59,18/03/2022,18/04/2023,3,309.17,624,3,309.17,2022-03,1,1,0,241.5784267
60,08/05/2022,25/03/2023,2,120.82,648,2,120.82,2022-05,1,1,0,161.5323733
61,05/02/2022,05/02/2022,1,93.5,1061,1,93.5,2022-02,1,1,2,94.69722075
63,29/06/2024,29/06/2024,1,41.06,186,1,41.06,2024-06,1,1,3,81.71690762
66,09/04/2022,29/05/2024,2,53.37,217,2,53.37,2022-04,1,1,3,142.6787076
67,22/02/2024,27/07/2024,2,169.29,158,2,169.29,2024-02,1,1,3,156.4662814
68,28/06/2022,28/06/2022,1,84.58,918,1,84.58,2022-06,1,1,2,72.52621
69,24/04/2022,02/08/2023,2,260.41,518,2,260.41,2022-04,1,1,1,202.9774827
71,15/03/2023,15/12/2024,2,224.03,17,2,224.03,2023-03,0,0.02,3,196.31707
72,30/08/2022,25/03/2023,2,209.05,648,2,209.05,2022-08,1,1,0,161.5323733
73,10/06/2023,10/06/2023,1,116.54,571,1,116.54,2023-06,1,1,0,74.48725705
74,02/01/2023,11/03/2023,2,97.72,662,2,97.72,2023-01,1,1,0,121.71988
75,05/10/2022,28/07/2024,2,203.46,157,2,203.46,2022-10,1,1,3,207.705442
77,08/02/2023,10/06/2024,3,305.78,205,3,305.78,2023-02,1,1,3,308.9492767
78,31/03/2022,31/03/2022,1,52.2,1007,1,52.2,2022-03,1,1,2,71.30974865
79,27/11/2022,27/11/2022,1,91.86,766,1,91.86,2022-11,1,1,0,96.66976154
80,18/03/2023,20/11/2024,2,104.96,42,2,104.96,2023-03,0,0.01,3,203.349067
81,05/01/2023,03/09/2024,3,277.48,120,3,277.48,2023-01,1,1,3,231.1676646
82,07/02/2023,07/02/2023,1,37.76,694,1,37.76,2023-02,1,1,0,72.00120975
83,10/03/2023,10/03/2023,1,122.17,663,1,122.17,2023-03,1,1,0,90.63940599
84,07/09/2023,07/09/2023,1,13.4,482,1,13.4,2023-09,1,0.99,1,76.67845797
86,02/02/2022,26/03/2022,2,319,1012,2,319,2022-02,1,0.99,2,257.8244
87,09/09/2023,13/04/2024,2,312.57,263,2,312.57,2023-09,1,1,3,195.46028
88,11/05/2022,11/05/2022,1,17.46,966,1,17.46,2022-05,1,1,2,31.34160595
90,22/05/2023,03/06/2024,4,196.66,212,4,196.66,2023-05,1,1,3,220.3193
91,23/08/2022,18/11/2022,2,268.29,775,2,268.29,2022-08,1,1,0,149.3646385
92,12/04/2022,12/04/2022,1,175.19,995,1,175.19,2022-04,1,1,2,68.01605783
93,15/03/2023,27/10/2024,3,169.29,66,3,169.29,2023-03,0,0,3,197.3463826
94,30/05/2023,30/05/2023,1,32.36,582,1,32.36,2023-05,1,1,0,74.78885259
95,28/09/2022,14/12/2024,2,240.25,18,2,240.25,2022-09,0,0.01,3,129.5480073
100,13/09/2024,13/09/2024,1,106.28,110,1,106.28,2024-09,1,1,3,115.685069
101,18/07/2022,18/07/2022,1,156.33,898,1,156.33,2022-07,1,1,2,76.70136925
103,10/02/2022,20/05/2023,2,99.5,592,2,99.5,2022-02,1,0.99,0,132.033615
105,08/01/2022,30/01/2024,2,213.2,337,2,213.2,2022-01,1,1,1,157.6007024
108,04/07/2022,20/12/2022,2,67.28,743,2,67.28,2022-07,1,1,0,100.1221038
109,29/06/2023,29/06/2023,1,179.47,552,1,179.47,2023-06,1,1,0,69.47627813
114,21/10/2022,27/12/2023,3,314.24,371,3,314.24,2022-10,1,1,1,298.7723
115,10/05/2022,13/09/2022,2,156.26,841,2,156.26,2022-05,1,1,2,124.51181
118,11/10/2023,11/10/2023,1,37.55,448,1,37.55,2023-10,1,1,1,80.57704401
119,03/03/2022,03/03/2022,1,89.12,1035,1,89.12,2022-03,1,1,2,97.943225
120,13/10/2022,18/07/2023,2,76.59,533,2,76.59,2022-10,1,1,0,81.02041667
121,04/02/2022,04/02/2022,1,46.8,1062,1,46.8,2022-02,1,1,2,76.38993056
123,17/08/2022,29/09/2022,2,116.31,825,2,116.31,2022-08,1,1,2,118.4552375
125,31/01/2023,31/01/2023,1,158.88,701,1,158.88,2023-01,1,1,0,80.26218476
126,24/11/2022,01/08/2023,2,89.76,519,2,89.76,2022-11,1,1,0,180.6115373
127,04/09/2024,04/09/2024,1,24.83,119,1,24.83,2024-09,1,1,3,62.27213673
129,19/01/2023,19/01/2023,1,37.86,713,1,37.86,2023-01,1,1,0,50.31683257
130,17/12/2022,17/12/2022,1,147.83,746,1,147.83,2022-12,1,1,0,69.54596774
131,22/06/2023,22/06/2023,1,41.61,559,1,41.61,2023-06,1,1,0,69.34767167
134,04/04/2022,04/04/2022,1,120.69,1003,1,120.69,2022-04,1,1,2,65.51735234
135,11/04/2024,11/04/2024,1,74.26,265,1,74.26,2024-04,1,1,1,70.26055388
136,07/04/2022,28/11/2022,2,220.45,765,2,220.45,2022-04,1,1,0,183.7811338
137,04/07/2022,04/07/2022,1,52.4,912,1,52.4,2022-07,1,1,2,86.82593807
138,25/10/2023,25/10/2023,1,251.99,434,1,251.99,2023-10,1,1,1,105.8777636
139,19/05/2022,30/04/2023,2,72.43,612,2,72.43,2022-05,1,1,0,123.5734965
140,31/01/2022,31/01/2022,1,51.13,1066,1,51.13,2022-01,1,1,2,98.01035627
142,08/06/2022,08/03/2024,3,250.58,299,3,250.58,2022-06,1,1,1,309.033825
143,22/05/2023,22/05/2023,1,21.84,590,1,21.84,2023-05,1,1,0,47.18677894
144,29/07/2024,29/07/2024,1,106.29,156,1,106.29,2024-07,1,1,3,68.97675631
145,24/05/2024,24/05/2024,1,65.27,222,1,65.27,2024-05,1,1,3,69.74861048
147,02/09/2022,02/09/2022,1,51.96,852,1,51.96,2022-09,1,1,2,72.44967414
148,12/06/2023,04/07/2024,4,257.48,181,4,257.48,2023-06,1,0.99,3,236.9252
149,02/08/2023,02/08/2023,1,136.05,518,1,136.05,2023-08,1,1,0,81.59737329
151,20/12/2022,27/12/2024,3,166.17,5,3,166.17,2022-12,0,0,3,225.7873733
153,12/01/2023,12/01/2023,1,14,720,1,14,2023-01,1,1,0,47.24109476
154,24/10/2024,24/10/2024,1,17.42,69,1,17.42,2024-10,0,0,3,90.0246325
155,19/12/2023,19/11/2024,2,90.4,43,2,90.4,2023-12,0,0.01,3,161.6173589
156,21/04/2023,08/12/2024,2,84.95,24,2,84.95,2023-04,0,0,3,157.9544845
158,27/03/2022,27/03/2022,1,155.49,1011,1,155.49,2022-03,1,1,2,93.61450833
159,05/03/2022,20/09/2024,4,297.87,103,4,297.87,2022-03,1,1,3,413.1152038
161,14/04/2023,26/06/2024,2,95.39,189,2,95.39,2023-04,1,1,3,160.92545
165,06/02/2023,14/11/2023,3,282.15,414,3,282.15,2023-02,1,1,1,271.3327717
166,07/08/2022,07/08/2022,1,201.84,878,1,201.84,2022-08,1,1,2,112.3799057
168,05/02/2024,05/02/2024,1,20.48,331,1,20.48,2024-02,1,1,1,36.00432976
169,10/05/2022,12/06/2024,2,80.95,203,2,80.95,2022-05,1,1,3,222.8748446
170,05/07/2022,05/07/2022,1,16.19,911,1,16.19,2022-07,1,1,2,59.49784587
172,14/10/2024,14/10/2024,1,150.47,79,1,150.47,2024-10,0,0,3,94.76169806
175,18/02/2022,12/07/2023,2,225.96,539,2,225.96,2022-02,1,1,0,183.3752644
176,05/06/2023,08/09/2024,2,161.25,115,2,161.25,2023-06,1,1,3,257.0229665
177,10/01/2022,10/01/2022,1,96.95,1087,1,96.95,2022-01,1,1,2,57.23892137
178,14/07/2023,14/07/2023,1,72.37,537,1,72.37,2023-07,1,1,0,79.6153769
179,04/12/2022,21/09/2023,2,108.34,468,2,108.34,2022-12,1,1,1,136.7376887
180,24/03/2023,01/08/2023,2,294.32,519,2,294.32,2023-03,1,1,1,180.6115373
181,13/08/2022,11/11/2023,2,215.49,417,2,215.49,2022-08,1,1,1,174.1949983
183,19/10/2023,19/10/2023,1,96.42,440,1,96.42,2023-10,1,1,1,103.8990431
184,15/07/2022,29/11/2022,2,170.1,764,2,170.1,2022-07,1,1,0,125.7525587
185,04/08/2022,04/08/2022,1,114.21,881,1,114.21,2022-08,1,1,2,70.01565139
186,22/06/2022,01/07/2024,4,445.69,184,4,445.69,2022-06,1,1,3,380.9641
187,19/02/2023,19/02/2023,1,106.27,682,1,106.27,2023-02,1,1,0,82.57878111
190,09/06/2024,12/09/2024,2,184.32,111,2,184.32,2024-06,1,1,3,177.9829617
191,21/05/2024,23/05/2024,2,126.65,223,2,126.65,2024-05,1,1,3,193.4567826
192,04/09/2022,04/09/2022,1,39.1,850,1,39.1,2022-09,1,1,2,49.68619333
194,10/06/2023,10/06/2023,1,80.1,571,1,80.1,2023-06,1,1,0,74.48725705
196,04/07/2022,10/10/2024,3,255.9,83,3,255.9,2022-07,0,0,3,226.3912524
198,29/05/2024,29/05/2024,1,115.3,217,1,115.3,2024-05,1,1,3,59.03130381
199,21/04/2022,19/11/2024,3,251.54,43,3,251.54,2022-04,0,0,3,252.4691833
200,11/10/2024,11/10/2024,1,121.32,82,1,121.32,2024-10,0,0,3,54.16518155
201,29/07/2024,01/09/2024,2,123.4,122,2,123.4,2024-07,1,1,3,170.3438452
202,25/01/2022,13/11/2024,4,356.89,49,4,356.89,2022-01,0,0,3,329.88576
204,07/08/2024,07/08/2024,1,48.91,147,1,48.91,2024-08,1,1,3,41.3591036
205,04/08/2023,13/02/2024,2,179.11,323,2,179.11,2023-08,1,1,1,157.8485226
207,14/01/2023,22/04/2024,2,78.13,254,2,78.13,2023-01,1,1,1,88.42160048
208,09/07/2024,09/07/2024,1,22.17,176,1,22.17,2024-07,1,1,3,24.69705357
209,22/04/2023,22/04/2023,1,20.71,620,1,20.71,2023-04,1,1,0,74.70127536
210,04/08/2023,23/09/2023,2,42.45,466,2,42.45,2023-08,1,1,1,123.8475783
211,17/07/2023,12/08/2024,3,274.68,142,3,274.68,2023-07,1,1,3,228.3934021
213,05/08/2022,25/11/2022,2,245.5,768,2,245.5,2022-08,1,1,0,168.6590188
214,03/10/2024,03/10/2024,1,208.79,90,1,208.79,2024-10,0,0,3,129.7568185
215,11/02/2022,07/06/2024,2,77.25,208,2,77.25,2022-02,1,1,3,132.2138439
216,17/01/2024,24/02/2024,2,169.3,312,2,169.3,2024-01,1,1,1,177.6834576
224,08/05/2022,05/11/2024,2,288.42,57,2,288.42,2022-05,0,0,3,250.79079
225,17/04/2022,17/04/2022,1,26.25,990,1,26.25,2022-04,1,1,2,44.14433972
226,18/07/2022,13/04/2023,2,49.96,629,2,49.96,2022-07,1,1,0,119.9766908
227,09/08/2023,09/08/2023,1,48.62,511,1,48.62,2023-08,1,1,0,126.9643725
228,20/05/2023,10/07/2023,2,245.81,541,2,245.81,2023-05,1,1,0,207.5313733
229,16/07/2022,19/12/2023,2,55.43,379,2,55.43,2022-07,1,1,1,88.43354964
232,21/07/2023,21/07/2023,1,188.98,530,1,188.98,2023-07,1,1,0,112.3735879
236,07/08/2023,07/08/2023,1,10.19,513,1,10.19,2023-08,1,1,0,49.40321746
237,19/11/2022,19/11/2022,1,38.55,774,1,38.55,2022-11,1,1,0,37.44306933
241,13/08/2024,13/08/2024,1,32.71,141,1,32.71,2024-08,1,1,3,70.20570738
242,26/09/2023,26/09/2023,1,178.63,463,1,178.63,2023-09,1,1,1,104.746261
243,17/11/2022,17/11/2022,1,143.28,776,1,143.28,2022-11,1,1,0,74.30821952
244,31/08/2022,31/08/2022,1,11.82,854,1,11.82,2022-08,1,1,2,79.58532437
245,09/06/2023,20/07/2024,4,394.87,165,4,394.87,2023-06,1,1,3,340.71788
248,22/02/2023,22/02/2023,1,53.99,679,1,53.99,2023-02,1,1,0,60.78715966
252,20/01/2023,20/01/2023,1,75.29,712,1,75.29,2023-01,1,1,0,71.78043311
253,20/05/2023,24/08/2023,3,180.11,496,3,180.11,2023-05,1,1,1,173.7162859
255,23/09/2023,23/09/2023,1,11.93,466,1,11.93,2023-09,1,1,1,69.80874244
260,02/09/2024,02/09/2024,1,177.95,121,1,177.95,2024-09,1,1,3,112.2008094
262,05/02/2023,29/03/2024,3,281.82,278,3,281.82,2023-02,1,1,1,276.0735667
263,31/10/2023,31/10/2023,1,26.18,428,1,26.18,2023-10,1,1,1,63.25337583
264,19/01/2022,17/05/2022,2,74.92,960,2,74.92,2022-01,1,1,2,83.0662
266,08/05/2023,30/01/2024,2,142.25,337,2,142.25,2023-05,1,1,1,157.6007024
267,27/07/2024,29/12/2024,2,198.56,3,2,198.56,2024-07,0,0,3,259.92386
268,03/07/2022,11/07/2024,4,213.87,174,4,213.87,2022-07,1,1,3,221.501375
269,22/09/2023,22/09/2023,1,12.91,467,1,12.91,2023-09,1,1,1,39.52944524
271,05/12/2022,05/12/2022,1,133.44,758,1,133.44,2022-12,1,1,0,97.87812745
272,28/01/2023,20/07/2023,2,148.31,531,2,148.31,2023-01,1,1,0,135.5206733
274,26/02/2024,26/02/2024,1,81.29,310,1,81.29,2024-02,1,1,1,74.25825782
275,21/02/2023,07/04/2024,2,202.23,269,2,202.23,2023-02,1,1,1,154.8245738
276,11/10/2023,14/10/2024,4,130.08,79,4,130.08,2023-10,0,0.02,3,275.9629333
280,05/04/2024,05/04/2024,1,26.6,271,1,26.6,2024-04,1,1,1,66.28308881
283,23/01/2024,25/01/2024,2,198.06,342,2,198.06,2024-01,1,1,1,120.2597464
285,28/07/2022,17/04/2023,2,203.38,625,2,203.38,2022-07,1,1,0,191.3713033
287,22/08/2023,12/01/2024,2,141.91,355,2,141.91,2023-08,1,1,1,171.1721698
288,29/10/2024,29/10/2024,1,49.64,64,1,49.64,2024-10,0,0,3,75.63098714
291,14/12/2024,14/12/2024,1,11.96,18,1,11.96,2024-12,0,0.01,3,101.7195234
292,31/08/2022,31/08/2022,1,48.05,854,1,48.05,2022-08,1,1,2,79.58532437
293,13/05/2022,11/12/2024,3,96.18,21,3,96.18,2022-05,0,0,3,176.4285333
295,08/09/2024,08/09/2024,1,34.97,115,1,34.97,2024-09,1,1,3,75.41459726
296,31/01/2023,31/01/2023,1,37.88,701,1,37.88,2023-01,1,1,0,80.26218476
298,29/12/2023,29/12/2023,1,32.38,369,1,32.38,2023-12,1,1,1,88.13643757
302,05/12/2024,05/12/2024,1,13.35,27,1,13.35,2024-12,0,0,3,65.01683167
305,08/05/2022,04/12/2023,4,355.38,394,4,355.38,2022-05,1,1,1,396.2018738
306,22/02/2022,22/02/2022,1,119.06,1044,1,119.06,2022-02,1,1,2,80.07919976
310,11/03/2024,11/03/2024,1,207.09,296,1,207.09,2024-03,1,1,1,95.23445209
311,17/01/2023,24/08/2023,3,121.03,496,3,121.03,2023-01,1,1,1,173.7162859
313,31/03/2023,29/01/2024,2,148.75,338,2,148.75,2023-03,1,1,1,156.5854019
314,13/03/2023,04/09/2024,2,82.26,119,2,82.26,2023-03,1,1,3,94.31509667
315,17/07/2022,18/08/2024,3,244.25,136,3,244.25,2022-07,1,1,3,238.0183967
316,11/03/2023,27/11/2024,2,194.06,35,2,194.06,2023-03,0,0,3,168.3103784
317,25/02/2024,06/06/2024,2,108.81,209,2,108.81,2024-02,1,1,3,137.0774717
318,20/01/2024,03/08/2024,2,153.49,151,2,153.49,2024-01,1,1,3,97.43081456
319,22/01/2023,22/01/2023,1,175.21,710,1,175.21,2023-01,1,1,0,102.5999764
321,28/07/2022,26/12/2024,3,165.68,6,3,165.68,2022-07,0,0,3,136.68166
323,09/09/2022,02/12/2024,3,199.97,30,3,199.97,2022-09,0,0.01,3,358.1691667
324,22/09/2023,02/12/2024,2,68.19,30,2,68.19,2023-09,0,0.01,3,125.8730785
325,13/03/2022,26/11/2023,4,441.72,402,4,441.72,2022-03,1,1,1,359.1851433
326,04/07/2023,07/11/2024,3,128.63,55,3,128.63,2023-07,0,0,3,156.0362417
332,26/04/2022,05/02/2024,3,289.73,331,3,289.73,2022-04,1,1,1,246.4384733
333,15/01/2022,15/01/2022,1,48.17,1082,1,48.17,2022-01,1,1,2,65.48394699
334,24/02/2022,05/03/2023,2,212.79,668,2,212.79,2022-02,1,1,0,260.2164052
335,30/01/2024,30/01/2024,1,112.29,337,1,112.29,2024-01,1,1,1,69.28177571
337,11/11/2023,11/11/2023,1,137.42,417,1,137.42,2023-11,1,1,1,115.413505
338,12/03/2022,12/03/2022,1,26.11,1026,1,26.11,2022-03,1,1,2,73.10348101
340,22/09/2022,22/09/2022,1,68.6,832,1,68.6,2022-09,1,1,2,86.01765429
342,05/07/2022,15/10/2024,4,277.88,78,4,277.88,2022-07,0,0.01,3,301.6448567
343,19/11/2024,19/11/2024,1,96.36,43,1,96.36,2024-11,0,0,3,66.23019278
345,05/01/2022,05/01/2022,1,74.99,1092,1,74.99,2022-01,1,1,2,67.92134056
346,16/07/2023,30/10/2023,2,245.9,429,2,245.9,2023-07,1,1,1,220.783536
348,17/07/2023,17/07/2023,1,162.21,534,1,162.21,2023-07,1,1,0,132.2251591
349,04/07/2023,04/07/2023,1,114.34,547,1,114.34,2023-07,1,1,0,86.57489463
350,23/02/2022,11/07/2023,2,220.7,540,2,220.7,2022-02,1,1,0,144.0709433
353,17/09/2023,28/03/2024,2,222.01,279,2,222.01,2023-09,1,1,1,131.1719348
355,26/04/2023,26/04/2023,1,31.48,616,1,31.48,2023-04,1,1,0,72.28376476
357,25/08/2024,16/09/2024,2,212.24,107,2,212.24,2024-08,1,1,3,165.1878303
358,22/02/2022,06/05/2024,2,87.77,240,2,87.77,2022-02,1,1,3,203.7148506
359,27/12/2023,27/12/2023,1,29.22,371,1,29.22,2023-12,1,1,1,30.64906369
361,24/10/2022,24/10/2022,1,96.34,800,1,96.34,2022-10,1,1,2,55.68357452
362,28/10/2023,28/10/2023,1,129.49,431,1,129.49,2023-10,1,1,1,146.1807958
366,07/06/2022,15/06/2023,2,144.23,566,2,144.23,2022-06,1,1,0,141.1556317
369,24/12/2024,24/12/2024,1,114.32,8,1,114.32,2024-12,0,0,3,102.3676301
370,12/02/2022,12/02/2022,1,14.03,1054,1,14.03,2022-02,1,1,2,36.66706021
371,15/12/2024,15/12/2024,1,140.15,17,1,140.15,2024-12,0,0,3,92.40366287
373,15/01/2022,24/06/2023,2,112.1,557,2,112.1,2022-01,1,1,0,80.87249
374,06/08/2023,18/07/2024,3,177.76,167,3,177.76,2023-08,1,1,3,206.6659667
376,07/04/2024,07/04/2024,1,156,269,1,156,2024-04,1,1,1,96.91099029
377,25/01/2023,10/05/2024,2,81.42,236,2,81.42,2023-01,1,1,3,129.4654753
379,27/08/2024,27/08/2024,1,29.23,127,1,29.23,2024-08,1,1,3,79.14136378
381,17/11/2022,11/12/2023,3,397.63,387,3,397.63,2022-11,1,1,1,374.593812
383,13/05/2023,21/12/2023,2,396.85,377,2,396.85,2023-05,1,1,1,171.2718292
385,07/06/2023,07/06/2023,1,26.48,574,1,26.48,2023-06,1,1,0,96.20854706
387,15/05/2022,09/03/2023,2,120.9,664,2,120.9,2022-05,1,1,0,146.1832631
388,03/11/2023,03/11/2023,1,70.44,425,1,70.44,2023-11,1,1,1,74.61511167
389,25/07/2024,25/07/2024,1,58.05,160,1,58.05,2024-07,1,1,3,64.71728214
390,12/11/2022,12/11/2022,1,35.87,781,1,35.87,2022-11,1,1,0,82.76085153
391,29/03/2023,29/03/2023,1,64.68,644,1,64.68,2023-03,1,1,0,64.83820872
392,25/08/2022,25/08/2022,1,67.67,860,1,67.67,2022-08,1,1,2,57.89815794
393,25/03/2022,25/03/2022,1,71.43,1013,1,71.43,2022-03,1,1,2,81.81125675
395,10/12/2022,24/01/2023,2,128.68,708,2,128.68,2022-12,1,1,0,206.4245217
396,12/04/2023,12/04/2023,1,147.49,630,1,147.49,2023-04,1,1,0,125.1118131
399,31/07/2023,31/07/2023,1,60.1,520,1,60.1,2023-07,1,1,0,81.54629794
400,11/02/2024,11/02/2024,1,54.16,325,1,54.16,2024-02,1,1,1,81.13559984
401,17/08/2022,17/08/2022,1,13.93,868,1,13.93,2022-08,1,1,2,56.14789825
402,02/03/2023,31/07/2024,3,202.98,154,3,202.98,2023-03,1,1,3,354.0693686
405,15/03/2023,15/03/2023,1,212.81,658,1,212.81,2023-03,1,1,0,136.0968379
406,30/11/2023,30/11/2023,1,76.03,398,1,76.03,2023-11,1,1,1,85.11849405
410,02/07/2022,02/07/2022,1,28.52,914,1,28.52,2022-07,1,1,2,62.00431342
411,07/11/2023,07/11/2023,1,81.48,421,1,81.48,2023-11,1,1,1,109.0982456
413,21/06/2023,21/06/2023,1,116.55,560,1,116.55,2023-06,1,1,0,135.3384867
414,17/07/2022,29/11/2022,2,104.71,764,2,104.71,2022-07,1,1,0,125.7525587
415,29/03/2023,29/03/2023,1,80.32,644,1,80.32,2023-03,1,1,0,64.83820872
416,28/01/2022,23/02/2024,3,225.34,313,3,225.34,2022-01,1,1,1,229.01263
418,18/06/2023,31/12/2023,2,336.57,367,2,336.57,2023-06,1,0.97,1,296.0357721
419,17/11/2023,17/11/2023,1,89.92,411,1,89.92,2023-11,1,1,1,86.03562714
420,15/10/2022,25/11/2024,2,115.02,37,2,115.02,2022-10,0,0,3,211.2553133
421,19/07/2024,19/07/2024,1,224.08,166,1,224.08,2024-07,1,1,3,105.205317
422,22/08/2022,22/08/2022,1,26.04,863,1,26.04,2022-08,1,1,2,74.946355
424,26/02/2022,07/02/2023,3,244.78,694,3,244.78,2022-02,1,1,0,257.8304
426,25/12/2022,25/12/2022,1,75.55,738,1,75.55,2022-12,1,1,0,79.68555139
428,11/10/2024,11/10/2024,1,32.52,82,1,32.52,2024-10,0,0,3,54.16518155
429,29/08/2022,29/08/2022,1,16,856,1,16,2022-08,1,1,2,91.39049464
433,18/01/2024,18/01/2024,1,108.22,349,1,108.22,2024-01,1,1,1,79.45327399
434,05/08/2022,05/08/2022,1,65.63,880,1,65.63,2022-08,1,1,2,76.45832837
435,23/06/2022,23/06/2022,1,91.83,923,1,91.83,2022-06,1,1,2,114.0708096
436,14/08/2023,14/08/2023,1,207.28,506,1,207.28,2023-08,1,1,1,148.4566543
437,19/04/2022,19/04/2022,1,57.13,988,1,57.13,2022-04,1,1,2,52.41517071
439,13/08/2022,13/08/2022,1,107.77,872,1,107.77,2022-08,1,1,2,44.32339571
440,11/11/2024,11/11/2024,1,17.43,51,1,17.43,2024-11,0,0,3,62.6841429
443,10/11/2024,10/11/2024,1,27.73,52,1,27.73,2024-11,0,0,3,88.40353183
444,30/01/2022,17/06/2022,2,67.7,929,2,67.7,2022-01,1,1,2,143.2161767
448,30/04/2024,30/04/2024,1,45.51,246,1,45.51,2024-04,1,1,3,72.22830397
450,26/06/2023,26/06/2023,1,55.87,555,1,55.87,2023-06,1,1,0,83.47291622
451,05/03/2023,17/02/2024,2,130.77,319,2,130.77,2023-03,1,1,1,174.7177292
454,07/11/2022,20/11/2022,2,78.16,773,2,78.16,2022-11,1,1,0,96.09665
457,05/05/2022,05/05/2022,1,120.35,972,1,120.35,2022-05,1,1,2,81.9036406
458,27/04/2022,13/06/2024,2,52.81,202,2,52.81,2022-04,1,1,3,148.6317982
460,09/05/2024,09/05/2024,1,36.5,237,1,36.5,2024-05,1,1,3,96.65727167
464,26/10/2023,26/10/2023,1,47.48,433,1,47.48,2023-10,1,1,1,92.23964592
465,04/11/2022,01/08/2024,2,247.87,153,2,247.87,2022-11,1,1,3,234.3218879
466,28/09/2024,28/09/2024,1,42.54,95,1,42.54,2024-09,1,1,3,67.349875
467,08/12/2023,08/12/2023,1,39.99,390,1,39.99,2023-12,1,1,1,103.5935957
471,19/01/2022,07/06/2024,2,97.06,208,2,97.06,2022-01,1,1,3,132.2138439
472,30/11/2022,06/03/2023,2,408,667,2,408,2022-11,1,1,0,322.4842286
473,12/05/2023,12/05/2023,1,36.57,600,1,36.57,2023-05,1,1,0,72.83244409
477,06/04/2023,06/04/2023,1,86.13,636,1,86.13,2023-04,1,1,0,130.9514773
478,18/01/2024,18/11/2024,3,282.06,44,3,282.06,2024-01,0,0,3,193.7156333
480,27/04/2023,27/04/2023,1,44.55,615,1,44.55,2023-04,1,1,0,44.27220452
