"transaction_id","customer_id","product_id","transaction_date","quantity","selling_price","revenue"
246,8804,33,"2022-12-15 00:00:00",1,57.70458362896677,57.70458362896677
247,5572,14,"2024-03-24 00:00:00",4,16.474557133941943,65.89822853576777
248,5711,31,"2024-07-18 00:00:00",4,64.96142498854361,259.84569995417445
249,232,21,"2023-07-21 00:00:00",3,62.99196544864269,188.97589634592805
250,5664,12,"2024-08-08 00:00:00",2,13.157469822077227,26.314939644154453
251,8963,10,"2024-09-22 00:00:00",4,38.271112066062635,153.08444826425054
252,2190,24,"2023-10-10 00:00:00",4,22.3793873854139,89.5175495416556
253,3710,22,"2024-12-01 00:00:00",1,63.94724393058737,63.94724393058737
254,5559,42,"2022-01-26 00:00:00",2,63.78753145504596,127.57506291009192
255,7315,34,"2023-06-08 00:00:00",4,23.320707377894767,93.28282951157907
256,1997,39,"2024-01-28 00:00:00",2,36.14615337537329,72.29230675074658
257,8779,48,"2022-01-11 00:00:00",3,39.925578443497926,119.77673533049378
258,7371,2,"2023-12-15 00:00:00",4,57.258689635917655,229.03475854367062
259,7613,25,"2022-05-11 00:00:00",2,19.887596399082536,39.77519279816507
260,9525,46,"2024-12-22 00:00:00",4,19.66664155287759,78.66656621151036
261,2389,43,"2023-08-14 00:00:00",4,47.433325600885254,189.73330240354102
262,3317,33,"2024-11-03 00:00:00",3,56.11229324783087,168.3368797434926
263,1942,8,"2024-04-11 00:00:00",4,41.36308563311043,165.45234253244172
264,8222,48,"2023-09-05 00:00:00",1,21.05992081682776,21.05992081682776
265,1409,29,"2022-10-31 00:00:00",4,25.544463708648557,102.17785483459423
266,9415,37,"2023-12-11 00:00:00",3,34.35180874664187,103.05542623992562
267,3929,49,"2023-11-08 00:00:00",4,37.36877757932862,149.4751103173145
268,357,20,"2024-09-16 00:00:00",4,34.52771199366595,138.1108479746638
269,3991,31,"2023-02-03 00:00:00",3,61.01225033672878,183.03675101018635
270,3163,37,"2024-06-17 00:00:00",1,43.38481813219066,43.38481813219066
271,8388,19,"2023-01-26 00:00:00",4,18.589303317603143,74.35721327041257
272,1931,3,"2023-09-07 00:00:00",2,50.782861450940835,101.56572290188167
273,8736,41,"2023-01-27 00:00:00",4,30.03122068858865,120.1248827543546
274,3667,8,"2023-08-19 00:00:00",1,31.400840670021623,31.400840670021623
275,2883,3,"2024-08-20 00:00:00",4,27.876041017090095,111.50416406836038
276,5237,28,"2023-09-27 00:00:00",4,12.33063565133601,49.32254260534404
277,2734,12,"2023-10-26 00:00:00",2,20.13279910215027,40.26559820430054
278,530,2,"2024-11-04 00:00:00",1,55.108920900698536,55.108920900698536
279,7385,33,"2022-03-02 00:00:00",4,37.88170445473535,151.5268178189414
280,4037,31,"2024-04-21 00:00:00",3,54.19692443959773,162.5907733187932
281,1220,40,"2023-10-21 00:00:00",4,60.473379465017686,241.89351786007074
282,3970,4,"2022-02-06 00:00:00",4,37.652315299709514,150.60926119883806
283,32,41,"2022-10-31 00:00:00",3,41.9698267471945,125.90948024158351
284,7277,30,"2024-10-04 00:00:00",3,20.76801337269822,62.30404011809466
285,598,13,"2023-09-01 00:00:00",3,43.14471250948442,129.43413752845328
286,1516,9,"2024-05-26 00:00:00",2,16.212952596544017,32.425905193088035
287,9914,8,"2024-09-16 00:00:00",2,36.90497065340667,73.80994130681334
288,7234,32,"2022-04-19 00:00:00",1,9.949801969207526,9.949801969207526
289,6927,29,"2023-10-27 00:00:00",2,17.49417363152275,34.9883472630455
290,5341,2,"2024-07-18 00:00:00",2,43.615348977721396,87.23069795544279
291,6114,15,"2023-12-19 00:00:00",4,28.927543272403497,115.71017308961399
292,1134,1,"2022-06-28 00:00:00",3,26.739666681936974,80.21900004581093
293,4464,12,"2022-06-15 00:00:00",4,24.59818160802859,98.39272643211436
294,4238,25,"2023-01-13 00:00:00",3,13.23132425153654,39.69397275460962
295,127,23,"2024-09-04 00:00:00",2,12.414153418468276,24.82830683693655
296,4204,49,"2022-08-26 00:00:00",4,58.908324754559246,235.63329901823698
297,8825,9,"2024-10-18 00:00:00",1,13.71446064391219,13.71446064391219
298,424,37,"2022-06-04 00:00:00",2,32.62620226397909,65.25240452795818
299,2867,1,"2023-07-02 00:00:00",3,34.081357162278856,102.24407148683656
300,3213,24,"2022-08-21 00:00:00",3,29.19145788839394,87.57437366518182
301,3478,35,"2024-04-28 00:00:00",1,15.927088547013788,15.927088547013788
302,8042,35,"2023-11-10 00:00:00",4,25.88504921012073,103.54019684048292
303,2924,5,"2023-05-14 00:00:00",1,12.236664723211497,12.236664723211497
304,7708,11,"2023-09-27 00:00:00",3,23.274675509414166,69.8240265282425
305,4424,15,"2023-11-22 00:00:00",4,20.285970153688396,81.14388061475358
306,5705,36,"2023-11-07 00:00:00",3,44.31981606131838,132.95944818395515
307,551,23,"2022-01-10 00:00:00",2,14.305673384972609,28.611346769945218
308,9724,50,"2024-11-21 00:00:00",2,55.31298955622011,110.62597911244022
309,6490,17,"2023-05-12 00:00:00",4,45.66287394252872,182.65149577011488
310,5992,48,"2022-01-23 00:00:00",1,25.45002226286079,25.45002226286079
311,2681,38,"2023-06-18 00:00:00",1,11.75876679509434,11.75876679509434
312,6033,22,"2024-06-08 00:00:00",3,56.799524924446786,170.39857477334036
313,3702,27,"2023-03-10 00:00:00",2,64.92475125985933,129.84950251971867
314,1037,36,"2023-12-03 00:00:00",3,33.284155557755724,99.85246667326717
315,3547,44,"2023-10-24 00:00:00",2,30.758034328629346,61.51606865725869
316,3467,27,"2022-11-12 00:00:00",2,45.64701330350686,91.29402660701372
317,4210,18,"2023-06-04 00:00:00",3,16.62227467197818,49.86682401593454
318,9048,42,"2024-09-21 00:00:00",2,57.88984851308375,115.7796970261675
319,7328,7,"2024-03-30 00:00:00",3,39.60028899700808,118.80086699102424
320,2037,24,"2023-03-07 00:00:00",1,33.327575644989295,33.327575644989295
321,7732,36,"2022-07-01 00:00:00",2,35.27250997513897,70.54501995027795
322,7548,24,"2024-11-10 00:00:00",4,35.81525200817653,143.26100803270612
323,7100,16,"2024-12-05 00:00:00",4,20.22551228260279,80.90204913041116
324,7972,50,"2023-04-09 00:00:00",4,49.419928887394036,197.67971554957614
325,5397,37,"2023-10-31 00:00:00",4,21.54795289088048,86.19181156352192
326,8268,31,"2023-09-13 00:00:00",1,43.40828152741263,43.40828152741263
327,1224,22,"2022-12-20 00:00:00",2,46.292072202189054,92.58414440437811
328,3150,48,"2022-03-19 00:00:00",4,27.563917030575862,110.25566812230345
329,2182,16,"2022-04-19 00:00:00",3,13.013579664438035,39.04073899331411
330,215,35,"2024-06-07 00:00:00",1,27.43696480424345,27.43696480424345
331,7924,23,"2022-08-19 00:00:00",3,9.49377571363343,28.48132714090029
332,9689,29,"2023-06-26 00:00:00",3,25.622277295206974,76.86683188562093
333,315,44,"2024-08-18 00:00:00",4,29.591776166219073,118.3671046648763
334,3127,4,"2022-01-30 00:00:00",2,27.603367864876336,55.20673572975267
335,9862,43,"2022-10-25 00:00:00",4,55.76733870830944,223.06935483323775
336,9874,6,"2023-08-03 00:00:00",4,70.94024647632574,283.76098590530296
337,5930,12,"2024-05-15 00:00:00",1,18.51577692802155,18.51577692802155
338,2242,39,"2023-02-13 00:00:00",1,22.547642575508434,22.547642575508434
339,6120,3,"2023-03-09 00:00:00",1,51.632877944348486,51.632877944348486
340,4637,45,"2022-08-12 00:00:00",3,36.96275253742901,110.88825761228703
341,8952,28,"2024-07-27 00:00:00",3,14.391950334447639,43.17585100334291
342,9966,6,"2022-05-06 00:00:00",4,37.28657095156415,149.1462838062566
343,9063,6,"2024-11-25 00:00:00",1,39.99461198029676,39.99461198029676
344,3928,12,"2022-05-24 00:00:00",1,25.084351430664338,25.084351430664338
345,9178,13,"2022-02-18 00:00:00",1,34.59977894212502,34.59977894212502
346,8860,46,"2023-10-05 00:00:00",3,27.884830231799935,83.6544906953998
347,5767,44,"2024-01-31 00:00:00",3,37.308933068091704,111.92679920427511
348,3080,46,"2022-02-10 00:00:00",3,23.751993936967963,71.25598181090389
349,105,22,"2024-01-30 00:00:00",1,34.06921924368511,34.06921924368511
350,4981,22,"2023-08-26 00:00:00",2,31.04198169999732,62.08396339999464
351,7006,26,"2024-09-28 00:00:00",1,28.4689317390477,28.4689317390477
352,5205,35,"2024-04-15 00:00:00",1,26.226875188982742,26.226875188982742
353,8124,24,"2023-07-05 00:00:00",1,29.037328370581392,29.037328370581392
354,9381,18,"2024-05-06 00:00:00",1,16.216233932662924,16.216233932662924
355,5123,22,"2022-06-30 00:00:00",1,46.283606428377674,46.283606428377674
356,7508,36,"2023-07-03 00:00:00",1,46.05215244522675,46.05215244522675
357,1294,20,"2024-10-05 00:00:00",1,28.41910438500064,28.41910438500064
358,3677,10,"2023-08-01 00:00:00",1,24.458596193577428,24.458596193577428
